text,humor
it s kind of miraculous and i wanted you to know i wanted you to know it is real that if you see it on the news with some big institutional names attached claiming all those good stuff about partnership and cooperation i ve been in the room with these folks i mean virtually in the room but you know and it is true,0
people are working together,0
they are deciding together that we can do this and we can,0
if you are the hashtagging profile picturing type let me tell you hashtag how we reopen,0
we ve got icons to see the links below like pandemictesting org,0
let people know including your local leaders and elected officials that they should take a look at this report sooner rather than later,0
i mean we have already got a lot of momentum but things are moving so fast with this pandemic,0
we could use all the momentum we can get and i m pretty sure time is not obeying the laws of physics right now so yeah your help would be appreciated,0
okay that is all for today,0
i send my best to you and i m looking forward to seeing the future you help create,0
i want to tell you about exotic objects in topology,0
before i do that let me just tell you more generally what topologists do,0
we study geometric shapes but unlike in ordinary geometry we do not care about lengths angles areas volumes,0
we do not care about any of that,0
we just care about what properties geometric shapes have that are not changed when you deform them,0
and by deform i mean you are allowed to bend it and twist it and stretch it as if it is made of an elastic material but you are not allowed to break it,0
so a square for example if we started manipulating that it would very quickly not be a square anymore,0
that s right,0
we have a square right here and i could turn it into a circle or more or less a circle by just bending it,0
and i could also turn it into a triangle,0
but what i cannot do is turn let us say a circle into two circles,0
the only way to do this would be to break it and then glue it back but that is not allowed,0
similarly i could have a ball and i could turn it into a cube,0
there s a saying that topologists are people who cannot tell a part donuts from coffee mugs,1
so for example here is a donut,0
and here is a coffee mug,0
i mean they are the same,0
they re the same for us because you could deform one into the other,0
they both have this hole through them,0
but what i cannot do is turn the donut into a ball because the ball does not have a hole,0
so i do not want to punch a hole in it,0
that s not allowed,0
and well i could do that by taking a bite out of the donut,0
but with topologist or healthy people were not supposed to be eating donuts,1
the objects that we mostly care about are called manifolds,0
these are objects that look from any given point they look pretty much like flat space or n dimensional hyper space,0
what is n dimensional hyper space,0
in dimension one we have a line,0
in dimension two we have the plane,0
in dimension three we have space,0
and then you can think about dimension four just add another variable say time,0
and that is four dimensional hyper space,0
and you can just add more variables five dimensional and six dimensional and so on,0
it s not something that we can visualize but we can think of it mathematically anyway,0
and we can write down equations,0
and manifold in this space,0
or are manifolds in space themselves,0
they can sit in the space but they could also look like that space around any point,0
so let me tell you an example,0
the surface of the earth is a great example,0
it s a sphere more or less,0
it s called a geowide,0
it has mountains and valleys,0
but remember we can all deform them and make it into a sphere,0
topological it is a sphere,0
and it sits in three dimensional space,0
but around any point it looks like two dimensional plane,0
because i can move basically two directions,0
i can move left and right and forwards and backwards,0
there are two degrees of freedom,0
so that is what i m saying,0
that the sphere is a two dimensional manifold even though it lives in three dimensional space,0
ok other examples of two dimensional manifolds would be the surface of the donut,0
or this famous klein bottle,0
yes if i live on it again i would not be able to tell the difference from a plane,0
just like it is pretty hard to tell the difference between a plane and the earth the sphere from where we are,0
to really tell them apart you would have to go far away and see that you come back,0
there are also one dimensional manifolds,0
like the circle right here,0
it s a one dimensional manifold,0
if we only lived on the circle then we would only have one direction in which to move in,0
and then there are three dimensional manifolds like our ordinary space or the universe,0
around every point it looks like we have three dimensions to go into,0
we also have the bottom and top,0
but we actually do not know the shape of the universe,0
it s a three dimensional manifold,0
it could be hyperspace but it could be what is called a three dimensional hypersphere,0
perhaps if we go very high up then we would come back to where we are,0
nobody has done that but we do not know if it is possible or not,0
just like on the surface of the earth when you go around you come back,0
so we just know it is a three dimensional manifold,0
is there no way to test for that,0
it s strange that we could not know that even the one we are living in the one we are living and breathing in,0
that is the only way to test to walk forever and see if i come back,0
no there are other ways,0
people are looking at the cosmic microwave background radiation,0
and they have put forward various theories about what the shape of the universe is,0
but there is no definite theory that everyone accepts,0
it s not yet known what shape it is,0
but there are some hints from the universe,0
ok so we have three dimensional objects and then we can think about four dimensionals and so on,0
a good example is this hypersphere,0
so in dimension one we have the circle which is a one dimensional manifold and it is the set of points at the given distance from the origin,0
it s given by the equation x squared plus y squared equals one,0
similarly we have this sphere which is again the set of points at distance one from a given point but it lives in three dimensional space and it is given by the equation x squared plus y squared plus z squared equals one,0
and we can generalize this,0
we can talk about the n dimensional hypersphere which is given by the equation x squared plus dot dot dot plus xn squared plus another variable xn plus one squared equals one,0
it lives in n plus one dimensional space and it is an n dimensional manifold,0
now i m getting to the crux of the matter the exotic objects,0
what are exotic objects,0
these are things that are topologically the same but are smoothly different,0
so there are two ways of thinking about the formations in topology,0
i showed you before that a circle can be turned into a square and in the process of course you have to make a corner,0
now the circle is smooth and you can turn it into other smooth curves like maybe something like an elix and the process would be smooth,0
now could it be that we have two smooth objects and you can deform one into the other but the only way to do so is by making corners somewhere in the middle,0
then those objects would be topologically the same but smoothly different,0
and i do not know if you are more familiar with one of the objects you would say that the second one is an exotic copy of the other one,0
it s like if you live on the first object and you go to the second one it is like going to an exotic location,0
some things are the same but some things are just different,0
now how can this be,0
how can you have two smooth things but to deform one into the other you need to make corners,0
here is an example,0
we have a figure eight and can i turn it into a circle,0
well i can do so if i make one of the loops smaller and smaller but at some point i have to make a corner and then it becomes a circle,0
now that is not actually a good example,0
because if i had a third dimension if i allow myself to just lift this up then it would become a circle just smoothly,0
so this is not a real example of exotic objects,0
in fact i cannot show you exotic objects because they do not exist in dimensions one two and three in the dimensions that we can easily visualize,0
they only start existing in dimension four and higher,0
the first examples were found in by a mathematician called john melner and they were found in dimension seven,0
they are exotic hypersphere of seven dimensions,0
so there is some object on exotic sphere that you can deform into the ordinary seven dimensional sphere but not smoothly,0
an exotic sphere is a smooth object that i can deform into a sphere,0
but i cannot deform it smoothly,0
i would have to make corners in the middle,0
let me show you now the numbers of spheres in each dimension,0
in dimension one two three there is just one the standard one,0
the same goes in dimensions five and six,0
now in dimension seven we actually have spheres,0
so there is the standard one and then there are different ones,0
then we have two spheres in dimension eight then eight then six then in dimension eleven we have spheres,0
in dimension twelve we have just one then three then two then sixteen thousand then two hundred and fifty six and so on,0
if you look at the sequence of numbers it looks strange,0
i grant you that but there are some patterns,0
for example in dimensions seven eleven fifteen every four dimensions you get a lot more exotic spheres than in the other nearby dimensions,0
one thing you can ask is in what dimensions do exotics spheres exist,0
and in what dimensions does just the standard one,0
we see that there is just one sphere in dimensions one two three five six twelve and also mathematicians figure it out,0
the same is true in dimensions fifty six and sixty one,0
so does that mean if i was an object living in a sixty one dimensional universe it is a little bit more boring than some of the other ones,1
that s right yes these are the boring dimensions you do not have exotic spheres,1
although you do have some other exotic objects in these dimensions just not spheres,0
these numbers seem so arbitrary,0
i assume it is impossible for someone to easily explain why it is certain numbers that are boring and other ones that are hyper exotic,0
these numbers are hard to compute does a whole story involving bernoulli numbers and homotopic groups of spheres,0
the most interesting thing about them is that we can compute them in any dimension except in dimension four,0
that s where i left question mark,0
that s the biggest mystery,0
it s one of the most famous open problems in topology,0
it s called the four dimensional smooth point correct conjecture which says that there are no exotic spheres in dimension four,0
but we do not know that for sure yet,0
we do not know,0
there are examples of objects that are smooth and you can deform them into the ordinary four dimensional sphere by introducing corners,0
but people do not know if you can do that smoothly or not,0
i have also looked for exotic four dimensional sphere myself and i could not find any,0
if you did would you become a very famous mathematician,0
absolutely,0
is it not like a millennium problem,0
is it anything or is it,0
no there was a similar conjecture in dimension three the poin correct conjecture,0
that was the one problem in topology among my millennium problems that was solved by peralman in,0
and i think now the most famous remaining open problem in topology is this one about dimension four,0
but it has not yet made it to the list of millennium problems,0
professor do not waste your time making numberphile videos,1
you need to go upstairs and solve this problem,1
numberphile videos are important too,1
all right,0
so why is dimension four so difficult,0
good question,0
well it is more difficult than the lower dimensions,0
one two three becomes in those dimensions we can see things,0
and there are also geometric techniques that mathematicians use to study shapes in these dimensions,0
what s interesting is that it is also simpler than dimensions five six and greater,0
and the reason for that is a trick about separating disks,0
to explain it let me say one way in which topologists distinguish between shapes,0
if i have a lasso and i throw it somewhere on the plane or even on the surface of the earth which is a sphere it would surround a region,0
so i could just contract it into a blob around a little point,0
but if i have the same lasso and i would put it around the surface around the hole in a donut then i would not be able to contract it without breaking the donut,0
and that is one way you can tell the donut apart from the sphere,0
so to study these objects mathematicians are looking at loops and how you contract them,0
and the contraction spans a disk,0
a disk is a two dimensional object,0
and it is easier to study these objects if you can split apart the disks so that you can study each complication one at a time,0
all right how can you split apart disks,0
well let me start with lines,0
if i have two lines and they are on the plane and they intersect if i move one a little bit i m not going to be able to take it off the other,0
but i can take it off if i allow myself to go into space,0
the reason is that three is greater than one plus one,0
each line is a one dimensional object and one plus one is two but i have one extra dimension,0
and that is why i can do it,0
similarly if i m interested in separating disks each disk is a two dimensional object and two plus two is four so i need one extra dimension,0
so in dimensions five and higher i can separate disks,0
and that just makes topological objects easier to study,0
this is called the whitney trick and it led to the classification of smooth manifolds in higher dimensions back in the s,0
and this is the problem with dimension four,0
you can t in dimension four you have not got the space to separate two disks,0
that s right,0
we do not have the geometric methods from lower dimensions and we do not have the trick about separating disks,0
and that makes dimension four the hardest to wrap our heads around,0
to give you an example of something that is unique to dimension four instead of looking at exotic spheres let us look at exotic hyperspaces,0
remember we had the line and then the plane and then the space,0
and in end dimensions we have the hyperspace,0
so could you have an exotic hyperspace,0
something that looks like a plane or a space and you can deform it into the ordinary one but only by making corners,0
here are the numbers of hyperspaces in each dimension,0
in any dimension except four there is just one,0
there s just a standard one and there are no exotic hyperspaces,0
but in dimension four we have infinitely many,0
in fact it is more than infinitely many,0
it s uncountably many,0
it s not the kind of infinity that you can count one two three and so on,0
it s as many exotic hyperspaces as there are real numbers,0
and this does not happen in any other dimensions,0
if you have exotic objects in some other dimensions you know that there are always finitely many of them,0
there s finitely many exotic spheres so as i showed you that list of numbers,0
but in dimension four you can have infinitely many exotic objects,0
and yeah that is what makes dimension four so fascinating,0
does this mean dimension four is something that you should be spending more time on because it is so special,0
or is this a sign that maybe this is a bit of an aberration that you should leave alone,0
it s a place where you should not play,0
that depends on your own perspective,0
there are mathematicians who work on the other dimensions,0
and there are mathematicians that work on dimension four,0
i m in the latter category,0
because quite often when i speak to number theorists and they talk to me about prime numbers and they are showing me some interesting property of prime numbers they very often discard two,0
they say we are not going to use two because that is an aberration,0
and it ruins everything,0
it ruins all our laws and principles on that,0
and they just throw it aside,0
it sounds like the fourth dimension is your equivalent,0
that s pretty much it,0
in many theorems you say this is happening in all dimensions except four,0
and we understand what is happening,0
and we just do not know what is happening in dimension four,0
but i find that interesting and worthy of study,0
