Unnamed: 0,text,humor,pred,result,good,bad,accuracy
5,"Howard's about this high, and he's round, and he's in his 60s, and he has big huge glasses and thinning gray hair, and he has a kind of wonderful exuberance and vitality, and he has a parrot, and he loves the opera, and he's a great aficionado of medieval history.",,True,bad,,,
6,"And by profession, he's a psychophysicist.",,False,bad,,,
7,"Now, I should tell you that I have no idea what psychophysics is, although at some point in my life, I dated a girl for two years who was getting her doctorate in psychophysics.",,True,bad,,,
8,Which should tell you something about that relationship.,,True,bad,,,
9,(Laughter),,True,bad,,,
10,"As far as I know, psychophysics is about measuring things.",,True,bad,,,
11,And Howard is very interested in measuring things.,,False,bad,,,
12,"And he graduated with his doctorate from Harvard, and he set up a little consulting shop in White Plains, New York.",,False,bad,,,
13,And one of his first clients was Pepsi.,,False,bad,,,
14,"This is many years ago, back in the early 70s.",,False,bad,,,
15,"And Pepsi came to Howard and they said, ""You know, there's this new thing called aspartame, and we would like to make Diet Pepsi.",,False,bad,,,
16,"We'd like you to figure out how much aspartame we should put in each can of Diet Pepsi in order to have the perfect drink.""",,False,bad,,,
17,"Now that sounds like an incredibly straightforward question to answer, and that's what Howard thought.",,False,bad,,,
18,"Because Pepsi told him, ""We're working with a band between eight and 12 percent.",,False,bad,,,
19,Anything below eight percent sweetness is not sweet enough; anything above 12 percent sweetness is too sweet.,,False,bad,,,
20,"We want to know: what's the sweet spot between 8 and 12?""",,True,bad,,,
21,"Now, if I gave you this problem to do, you would all say, it's very simple.",,False,bad,,,
22,"What we do is you make up a big experimental batch of Pepsi, at every degree of sweetness - eight percent, 8.1, 8.2, 8.3, all the way up to 12 - and we try this out with thousands of people, and we plot the results on a curve, and we take the most popular concentration, right?",,True,bad,,,
23,Really simple.,,False,bad,,,
24,"Howard does the experiment, and he gets the data back, and he plots it on a curve, and all of a sudden he realizes it's not a nice bell curve.",,False,bad,,,
25,"In fact, the data doesn't make any sense.",,False,bad,,,
26,It's a mess.,,False,bad,,,
27,It's all over the place.,,True,bad,,,
28,"Now, most people in that business, in the world of testing food and such, are not dismayed when the data comes back a mess.",,True,bad,,,
29,"They think, ""Well, you know, figuring out what people think about cola's not that easy.""",,True,bad,,,
30,"""You know, maybe we made an error somewhere along the way.""",,True,bad,,,
31,"""You know, let's just make an educated guess,"" and they simply point and they go for 10 percent, right in the middle.",,True,bad,,,
32,Howard is not so easily placated.,,False,bad,,,
33,Howard is a man of a certain degree of intellectual standards.,,False,bad,,,
34,"And this was not good enough for him, and this question bedeviled him for years.",,False,bad,,,
35,"And he would think it through and say, ""What was wrong?",,True,bad,,,
36,"Why could we not make sense of this experiment with Diet Pepsi?""",,False,bad,,,
37,"And one day, he was sitting in a diner in White Plains, about to go trying to dream up some work for Nescafé.",,False,bad,,,
38,"And suddenly, like a bolt of lightning, the answer came to him.",,False,bad,,,
39,"And that is, that when they analyzed the Diet Pepsi data, they were asking the wrong question.",,True,bad,,,
40,"They were looking for the perfect Pepsi, and they should have been looking for the perfect Pepsis.",,True,bad,,,
41,Trust me.,,False,bad,,,
42,This was an enormous revelation.,,False,bad,,,
43,This was one of the most brilliant breakthroughs in all of food science.,,False,bad,,,
44,"Howard immediately went on the road, and he would go to conferences around the country, and he would stand up and say, ""You had been looking for the perfect Pepsi.",,False,bad,,,
45,You're wrong.,,False,bad,,,
46,"You should be looking for the perfect Pepsis.""",,True,bad,,,
47,"And people would look at him blankly and say, ""What are you talking about?",,True,bad,,,
48,"Craziness.""",,True,bad,,,
49,"And they would say, ""Move! Next!""",,True,bad,,,
50,"Tried to get business, nobody would hire him - he was obsessed, though, and he talked about it and talked about it.",,False,bad,,,
51,"Howard loves the Yiddish expression ""To a worm in horseradish, the world is horseradish.""",,True,bad,,,
52,This was his horseradish.,,True,bad,,,
53,(Laughter),,True,bad,,,
54,He was obsessed with it!,,False,bad,,,
55,"And finally, he had a breakthrough.",,False,bad,,,
56,Vlasic,,False,bad,,,
57,"Pickles came to him, and they said, ""Doctor Moskowitz, we want to make the perfect pickle.""",,True,bad,,,
58,"And he said, ""There is no perfect pickle; there are only perfect pickles.""",,True,bad,,,
59,"And he came back to them and he said, ""You don't just need to improve your regular; you need to create zesty.""",,True,bad,,,
60,And that's where we got zesty pickles.,,False,bad,,,
61,Then the next person came to him: Campbell's Soup.,,True,bad,,,
62,And this was even more important.,,False,bad,,,
63,"In fact, Campbell's Soup is where Howard made his reputation.",,True,bad,,,
64,"Campbell's made Prego, and Prego, in the early 80s, was struggling next to Ragù, which was the dominant spaghetti sauce of the 70s and 80s.",,True,bad,,,
65,"In the industry - I don't know whether you care about this, or how much time I have to go into this.",,True,bad,,,
66,"But it was, technically speaking - this is an aside - Prego is a better tomato sauce than Ragù.",,True,bad,,,
67,The quality of the tomato paste is much better; the spice mix is far superior; it adheres to the pasta in a much more pleasing way.,,False,bad,,,
68,"In fact, they would do the famous bowl test back in the 70s with Ragù and Prego.",,True,bad,,,
69,"You'd have a plate of spaghetti, and you would pour it on, right?",,True,bad,,,
70,"And the Ragù would all go to the bottom, and the Prego would sit on top.",,True,bad,,,
71,"That's called ""adherence.""",,False,bad,,,
72,"And, anyway, despite the fact that they were far superior in adherence, and the quality of their tomato paste, Prego was struggling.",,True,bad,,,
73,"So they came to Howard, and they said, fix us.",,True,bad,,,
74,"And Howard looked at their product line, and he said, what you have is a dead tomato society.",,True,bad,,,
75,"So he said, this is what I want to do.",,False,bad,,,
76,"And he got together with the Campbell's soup kitchen, and he made 45 varieties of spaghetti sauce.",,True,bad,,,
77,"And he varied them according to every conceivable way that you can vary tomato sauce: by sweetness, by level of garlic, by tomatoey-ness, by tartness, by sourness, by visible solids - my favorite term in the spaghetti sauce business.",,True,bad,,,
78,(Laughter),,True,bad,,,
79,"Every conceivable way you can vary spaghetti sauce, he varied spaghetti sauce.",,True,bad,,,
80,"And then he took this whole raft of 45 spaghetti sauces, and he went on the road.",,True,bad,,,
81,"He went to New York, to Chicago, he went to Jacksonville, to Los Angeles.",,False,bad,,,
82,And he brought in people by the truckload into big halls.,,False,bad,,,
83,"And he sat them down for two hours, and over the course of that two hours, he gave them ten bowls.",,False,bad,,,
84,"Ten small bowls of pasta, with a different spaghetti sauce on each one.",,False,bad,,,
85,"And after they ate each bowl, they had to rate, from 0 to 100, how good they thought the spaghetti sauce was.",,True,bad,,,
86,"At the end of that process, after doing it for months and months, he had a mountain of data about how the American people feel about spaghetti sauce.",,True,bad,,,
87,And then he analyzed the data.,,False,bad,,,
88,Did he look for the most popular variety of spaghetti sauce?,,True,bad,,,
89,No!,,True,bad,,,
90,Howard doesn't believe that there is such a thing.,,True,bad,,,
91,"Instead, he looked at the data, and he said, let's see if we can group all these different data points into clusters.",,False,bad,,,
92,Let's see if they congregate around certain ideas.,,False,bad,,,
93,"And sure enough, if you sit down, and you analyze all this data on spaghetti sauce, you realize that all Americans fall into one of three groups.",,True,bad,,,
94,There are people who like their spaghetti sauce plain; there are people who like their spaghetti sauce spicy; and there are people who like it extra chunky.,,True,bad,,,
95,"And of those three facts, the third one was the most significant, because at the time, in the early 1980s, if you went to a supermarket, you would not find extra-chunky spaghetti sauce.",,True,bad,,,
96,"And Prego turned to Howard, and they said, ""You're telling me that one third of Americans crave extra-chunky spaghetti sauce and yet no one is servicing their needs?""",,True,bad,,,
97,"And he said ""Yes!"" (Laughter)",,True,bad,,,
98,"And Prego then went back, and completely reformulated their spaghetti sauce, and came out with a line of extra chunky that immediately and completely took over the spaghetti sauce business in this country.",,True,bad,,,
99,"And over the next 10 years, they made 600 million dollars off their line of extra-chunky sauces.",,True,bad,,,
100,"Everyone else in the industry looked at what Howard had done, and they said, ""Oh my god!",,False,bad,,,
101,"We've been thinking all wrong!""",,True,bad,,,
102,"And that's when you started to get seven different kinds of vinegar, and 14 different kinds of mustard, and 71 different kinds of olive oil.",,False,bad,,,
103,"And then eventually even Ragù hired Howard, and Howard did the exact same thing for Ragù that he did for Prego.",,True,bad,,,
104,"And today, if you go to a really good supermarket, do you know how many Ragùs there are?",,True,bad,,,
105,36!,,True,bad,,,
106,In six varieties:,,False,bad,,,
107,"Cheese, Light, Robusto, Rich & Hearty, Old World Traditional - Extra-Chunky Garden.",,False,bad,,,
108,(Laughter),,True,bad,,,
109,That's Howard's doing.,,False,bad,,,
110,That is Howard's gift to the American people.,,False,bad,,,
111,Now why is that important?,,False,bad,,,
112,(Laughter),,True,bad,,,
113,"It is, in fact, enormously important.",,False,bad,,,
114,I'll explain to you why.,,False,bad,,,
115,What Howard did is he fundamentally changed the way the food industry thinks about making you happy.,,False,bad,,,
116,"Assumption number one in the food industry used to be that the way to find out what people want to eat, what will make people happy, is to ask them.",,True,bad,,,
117,"And for years and years and years, Ragù and Prego would have focus groups, and they would sit you down, and they would say, ""What do you want in a spaghetti sauce?",,True,bad,,,
118,"Tell us what you want in a spaghetti sauce.""",,True,bad,,,
119,"And for all those years - 20, 30 years - through all those focus group sessions, no one ever said they wanted extra-chunky.",,True,bad,,,
120,"Even though at least a third of them, deep in their hearts, actually did.",,True,bad,,,
121,(Laughter) People don't know what they want!,,False,bad,,,
122,"As Howard loves to say, ""The mind knows not what the tongue wants.""",,True,bad,,,
123,It's a mystery!,,False,bad,,,
124,(Laughter),,True,bad,,,
125,"And a critically important step in understanding our own desires and tastes is to realize that we cannot always explain what we want, deep down.",,False,bad,,,
126,"If I asked all of you, for example, in this room, what you want in a coffee, you know what you'd say?",,True,bad,,,
127,"Every one of you would say, ""I want a dark, rich, hearty roast.""",,True,bad,,,
128,It's what people always say when you ask them.,,True,bad,,,
129,"""What do you like?""",,False,bad,,,
130,"""Dark, rich, hearty roast!""",,True,bad,,,
131,"What percentage of you actually like a dark, rich, hearty roast?",,True,bad,,,
132,"According to Howard, somewhere between 25 and 27 percent of you.",,False,bad,,,
133,"Most of you like milky, weak coffee.",,True,bad,,,
134,(Laughter),,True,bad,,,
135,"But you will never, ever say to someone who asks you what you want that ""I want a milky, weak coffee.""",,True,bad,,,
136,So that's number one thing that Howard did.,,False,bad,,,
137,"Number two thing that Howard did is he made us realize - it's another very critical point - he made us realize the importance of what he likes to call ""horizontal segmentation.""",,False,bad,,,
138,Why is this critical?,,False,bad,,,
139,Because this is the way the food industry thought before Howard.,,False,bad,,,
140,What were they obsessed with in the early 80s?,,True,bad,,,
141,They were obsessed with mustard.,,True,bad,,,
142,"In particular, they were obsessed with the story of Grey Poupon.",,False,bad,,,
143,"Used to be, there were two mustards: French's and Gulden's.",,True,bad,,,
144,What were they?,,False,bad,,,
145,Yellow mustard.,,True,bad,,,
146,What's in it?,,True,bad,,,
147,"Yellow mustard seeds, turmeric, and paprika.",,False,bad,,,
148,That was mustard.,,True,bad,,,
149,"Grey Poupon came along, with a Dijon.",,False,bad,,,
150,Right?,,True,bad,,,
151,"Much more volatile brown mustard seed, some white wine, a nose hit, much more delicate aromatics.",,False,bad,,,
152,And what do they do?,,False,bad,,,
153,"They put it in a little tiny glass jar, with a wonderful enameled label on it, made it look French, even though it's made in Oxnard, California.",,True,bad,,,
154,(Laughter),,True,bad,,,
155,"And instead of charging a dollar fifty for the eight-ounce bottle, the way that French's and Gulden's did, they decided to charge four dollars.",,True,bad,,,
156,And they had those ads.,,True,bad,,,
157,"With the guy in the Rolls Royce, eating the Grey Poupon.",,True,bad,,,
158,"Another pulls up, and says, ""Do you have any Grey Poupon?""",,True,bad,,,
159,"And the whole thing, after they did that, Grey Poupon takes off!",,True,bad,,,
160,Takes over the mustard business!,,True,bad,,,
161,"And everyone's take-home lesson from that was that the way to make people happy is to give them something that is more expensive, something to aspire to.",,False,bad,,,
162,"It's to make them turn their back on what they think they like now, and reach out for something higher up the mustard hierarchy.",,True,bad,,,
163,(Laughter) A better mustard!,,True,bad,,,
164,A more expensive mustard!,,True,bad,,,
165,A mustard of more sophistication and culture and meaning.,,False,bad,,,
166,"And Howard looked to that and said, ""That's wrong!""",,False,bad,,,
167,Mustard does not exist on a hierarchy.,,False,bad,,,
168,"Mustard exists, just like tomato sauce, on a horizontal plane.",,False,bad,,,
169,There is no good mustard or bad mustard.,,True,bad,,,
170,There is no perfect mustard or imperfect mustard.,,True,bad,,,
171,There are only different kinds of mustards that suit different kinds of people.,,False,bad,,,
172,He fundamentally democratized the way we think about taste.,,False,bad,,,
173,"And for that, as well, we owe Howard Moskowitz a huge vote of thanks.",,False,bad,,,
174,"Third thing that Howard did, and perhaps the most important, is Howard confronted the notion of the Platonic dish.",,True,bad,,,
175,(Laughter),,True,bad,,,
176,What do I mean by that?,,True,bad,,,
177,(Laughter),,True,bad,,,
178,"For the longest time in the food industry, there was a sense that there was one way, a perfect way, to make a dish.",,False,bad,,,
179,"You go to Chez Panisse, they give you the red-tail sashimi with roasted pumpkin seeds in a something something reduction.",,True,bad,,,
180,They don't give you five options on the reduction.,,False,bad,,,
181,"They don't say, ""Do you want the extra-chunky reduction, or ...?""",,True,bad,,,
182,No!,,True,bad,,,
183,You just get the reduction.,,False,bad,,,
184,Why?,,False,bad,,,
185,Because the chef at Chez Panisse has a Platonic notion about red-tail sashimi.,,True,bad,,,
186,"""This is the way it ought to be.""",,False,bad,,,
187,"And she serves it that way time and time again, and if you quarrel with her, she will say, ""You know what?",,True,bad,,,
188,You're wrong!,,False,bad,,,
189,"This is the best way it ought to be in this restaurant.""",,True,bad,,,
190,Now that same idea fueled the commercial food industry as well.,,False,bad,,,
191,They had a Platonic notion of what tomato sauce was.,,True,bad,,,
192,And where did that come from?,,True,bad,,,
193,It came from Italy.,,False,bad,,,
194,Italian tomato sauce is what?,,True,bad,,,
195,It's blended; it's thin.,,False,bad,,,
196,The culture of tomato sauce was thin.,,False,bad,,,
197,"When we talked about ""authentic tomato sauce"" in the 1970s, we talked about Italian tomato sauce, we talked about the earliest Ragùs, which had no visible solids, right?",,True,bad,,,
198,"Which were thin, you just put a little bit and it sunk down to the bottom of the pasta.",,True,bad,,,
199,That's what it was.,,True,bad,,,
200,And why were we attached to that?,,False,bad,,,
201,"Because we thought that what it took to make people happy was to provide them with the most culturally authentic tomato sauce, A. And B, we thought that if we gave them the culturally authentic tomato sauce, then they would embrace it.",,True,bad,,,
202,And that's what would please the maximum number of people.,,True,bad,,,
203,"In other words, people in the cooking world were looking for cooking universals.",,False,bad,,,
204,They were looking for one way to treat all of us.,,True,bad,,,
205,"And it's good reason for them to be obsessed with the idea of universals, because all of science, through the 19th century and much of the 20th, was obsessed with universals.",,False,bad,,,
206,"Psychologists, medical scientists, economists were all interested in finding out the rules that govern the way all of us behave.",,False,bad,,,
207,"But that changed, right?",,False,bad,,,
208,"What is the great revolution in science of the last 10, 15 years?",,False,bad,,,
209,It is the movement from the search for universals to the understanding of variability.,,False,bad,,,
210,"Now in medical science, we don't want to know, necessarily, just how cancer works, we want to know how your cancer is different from my cancer.",,True,bad,,,
211,I guess my cancer different from your cancer.,,True,bad,,,
212,Genetics has opened the door to the study of human variability.,,False,bad,,,
213,"What Howard Moskowitz was doing was saying, ""This same revolution needs to happen in the world of tomato sauce.""",,True,bad,,,
214,"And for that, we owe him a great vote of thanks.",,False,bad,,,
215,"I'll give you one last illustration of variability, and that is - oh, I'm sorry.",,True,bad,,,
216,"Howard not only believed that, but he took it a second step, which was to say that when we pursue universal principles in food, we aren't just making an error; we are actually doing ourselves a massive disservice.",,False,bad,,,
217,And the example he used was coffee.,,True,bad,,,
218,"And coffee is something he did a lot of work with, with Nescafé.",,True,bad,,,
219,"If I were to ask all of you to try and come up with a brand of coffee - a type of coffee, a brew - that made all of you happy, and then I asked you to rate that coffee, the average score in this room for coffee would be about 60 on a scale of 0 to 100.",,False,bad,,,
220,"If, however, you allowed me to break you into coffee clusters, maybe three or four coffee clusters, and I could make coffee just for each of those individual clusters, your scores would go from 60 to 75 or 78.",,True,bad,,,
221,"The difference between coffee at 60 and coffee at 78 is a difference between coffee that makes you wince, and coffee that makes you deliriously happy.",,True,bad,,,
222,"That is the final, and I think most beautiful lesson, of Howard Moskowitz: that in embracing the diversity of human beings, we will find a surer way to true happiness.",,False,bad,,,
223,Thank you.,,False,bad,,,
0,"We see with the eyes, but we see with the brain as well.",,False,bad,,,
1,And seeing with the brain is often called imagination.,,False,bad,,,
2,"And we are familiar with the landscapes of our own imagination, our inscapes.",,False,bad,,,
3,We've lived with them all our lives.,,False,bad,,,
4,But there are also hallucinations as well.,,False,bad,,,
5,And hallucinations are completely different.,,True,bad,,,
6,They don't seem to be of our creation.,,False,bad,,,
7,They don't seem to be under control.,,False,bad,,,
8,They seem to come from the outside and to mimic perception.,,False,bad,,,
9,"So I am going to be talking about hallucinations and a particular sort of visual hallucination, which I see among my patients.",,True,bad,,,
10,"A few months ago, I got a phone call from a nursing home where I work.",,False,bad,,,
11,"They told me that one of their residents, an old lady in her 90s, was seeing things, and they wondered if she'd gone bonkers or, because she was an old lady, whether she'd had a stroke, or whether she had Alzheimer's.",,True,bad,,,
12,"And so they asked me if I would come and see Rosalie, the old lady.",,True,bad,,,
13,I went in to see her.,,False,bad,,,
14,"It was evident straightaway that she was perfectly sane and lucid and of good intelligence, but she'd been very startled and very bewildered, because she'd been seeing things.",,False,bad,,,
15,"And she told me - the nurses hadn't mentioned this - that she was blind, that she had been completely blind from macular degeneration for five years.",,False,bad,,,
16,"But now, for the last few days, she'd been seeing things.",,False,bad,,,
17,"So I said, ""What sort of things?""",,False,bad,,,
18,"And she said, ""People in Eastern dress, in drapes, walking up and down stairs.",,True,bad,,,
19,"A man who turns towards me and smiles, but he has huge teeth on one side of his mouth.",,False,bad,,,
20,Animals too.,,False,bad,,,
21,I see a white building.,,False,bad,,,
22,"It's snowing, a soft snow.",,False,bad,,,
23,"I see this horse with a harness, dragging the snow away.",,False,bad,,,
24,"Then, one night, the scene changes.",,False,bad,,,
25,I see cats and dogs walking towards me.,,False,bad,,,
26,They come to a certain point and then stop.,,False,bad,,,
27,Then it changes again.,,False,bad,,,
28,I see a lot of children.,,False,bad,,,
29,They're walking up and down stairs.,,True,bad,,,
30,"They wear bright colors, rose and blue, like Eastern dress.""",,False,bad,,,
31,"Sometimes, she said, before the people come on, she may hallucinate pink and blue squares on the floor, which seem to go up to the ceiling.",,True,bad,,,
32,"I said, ""Is this like a dream?""",,False,bad,,,
33,"And she said, ""No, it's not like a dream.",,False,bad,,,
34,"It's like a movie.""",,True,bad,,,
35,"She said, ""It's got color.",,False,bad,,,
36,It's got motion.,,False,bad,,,
37,"But it's completely silent, like a silent movie.""",,True,bad,,,
38,And she said it's a rather boring movie.,,True,bad,,,
39,(Laughter),,True,bad,,,
40,"She said, ""All these people with Eastern dress, walking up and down, very repetitive, very limited.""",,False,bad,,,
41,(Laughter),,True,bad,,,
42,And she had a sense of humor.,,False,bad,,,
43,"She knew it was a hallucination, but she was frightened.",,False,bad,,,
44,"She had lived 95 years, and she'd never had a hallucination before.",,False,bad,,,
45,"She said that the hallucinations were unrelated to anything she was thinking or feeling or doing, that they seemed to come on by themselves, or disappear.",,False,bad,,,
46,She had no control over them.,,False,bad,,,
47,"She said she didn't recognize any of the people or places in the hallucinations, and none of the people or the animals - well, they all seemed oblivious of her.",,False,bad,,,
48,And she didn't know what was going on.,,False,bad,,,
49,She wondered if she was going mad or losing her mind.,,False,bad,,,
50,"Well, I examined her carefully.",,False,bad,,,
51,"She was a bright old lady, perfectly sane.",,False,bad,,,
52,She had no medical problems.,,False,bad,,,
53,She wasn't on any medications which could produce hallucinations.,,False,bad,,,
54,But she was blind.,,False,bad,,,
55,"And I then said to her, ""I think I know what you have.""",,False,bad,,,
56,"I said, ""There is a special form of visual hallucination which may go with deteriorating vision or blindness.",,False,bad,,,
57,"This was originally described,"" I said, ""right back in the 18th century, by a man called Charles Bonnet.",,False,bad,,,
58,And you have Charles Bonnet syndrome.,,False,bad,,,
59,There's nothing wrong with your brain.,,False,bad,,,
60,There's nothing wrong with your mind.,,False,bad,,,
61,"You have Charles Bonnet syndrome.""",,True,bad,,,
62,"And she was very relieved at this, that there was nothing seriously the matter, and also rather curious.",,False,bad,,,
63,"She said, ""Who is this Charles Bonnet?""",,False,bad,,,
64,"She said, ""Did he have them himself?""",,False,bad,,,
65,"And she said, ""Tell all the nurses that I have Charles Bonnet syndrome.""",,True,bad,,,
66,"(Laughter) ""I'm not crazy.",,True,bad,,,
67,I'm not demented.,,True,bad,,,
68,"I have Charles Bonnet syndrome.""",,True,bad,,,
69,"Well, so, I did tell the nurses.",,True,bad,,,
70,"Now this, for me, is a common situation.",,False,bad,,,
71,"I work in old-age homes, largely.",,False,bad,,,
72,I see a lot of elderly people who are hearing-impaired or visually impaired.,,False,bad,,,
73,About 10 percent of the hearing-impaired people get musical hallucinations.,,False,bad,,,
74,And about 10 percent of the visually impaired people get visual hallucinations.,,False,bad,,,
75,"You don't have to be completely blind, only sufficiently impaired.",,False,bad,,,
76,"Now, with the original description in the 18th century, Charles Bonnet did not have them.",,True,bad,,,
77,His grandfather had these hallucinations.,,False,bad,,,
78,"His grandfather was a magistrate, an elderly man.",,False,bad,,,
79,He'd had cataract surgery.,,False,bad,,,
80,His vision was pretty poor.,,False,bad,,,
81,"And in 1759, he described to his grandson various things he was seeing.",,False,bad,,,
82,The first thing he said was he saw a handkerchief in midair.,,True,bad,,,
83,It was a large blue handkerchief with four orange circles.,,False,bad,,,
84,And he knew it was a hallucination.,,False,bad,,,
85,You don't have handkerchiefs in midair.,,True,bad,,,
86,And then he saw a big wheel in midair.,,False,bad,,,
87,"But sometimes he wasn't sure whether he was hallucinating or not, because the hallucinations would fit in the context of the visions.",,False,bad,,,
88,"So on one occasion, when his granddaughters were visiting them, he said, ""And who are these handsome young men with you?"" (Laughter)",,True,bad,,,
89,"And they said, ""Alas, Grandpapa, there are no handsome young men.""",,True,bad,,,
90,And then the handsome young men disappeared.,,False,bad,,,
91,It's typical of these hallucinations that they may come in a flash and disappear in a flash.,,True,bad,,,
92,They don't usually fade in and out.,,False,bad,,,
93,"They are rather sudden, and they change suddenly.",,False,bad,,,
94,"Charles Lullin, the grandfather, saw hundreds of different figures, different landscapes of all sorts.",,False,bad,,,
95,"On one occasion, he saw a man in a bathrobe smoking a pipe, and realized it was himself.",,True,bad,,,
96,That was the only figure he recognized.,,False,bad,,,
97,"On one occasion, when he was walking in the streets of Paris, he saw - this was real - a scaffolding.",,False,bad,,,
98,"But when he got back home, he saw a miniature of the scaffolding, six inches high, on his study table.",,False,bad,,,
99,"This repetition of perception is sometimes called ""palinopsia.""",,False,bad,,,
100,"With him and with Rosalie, what seems to be going on - and Rosalie said, ""What's going on?"" - and I said that as you lose vision, as the visual parts of the brain are no longer getting any input, they become hyperactive and excitable, and they start to fire spontaneously.",,False,bad,,,
101,And you start to see things.,,False,bad,,,
102,The things you see can be very complicated indeed.,,False,bad,,,
103,"With another patient of mine who also had some vision, the visions she had could be disturbing.",,False,bad,,,
104,"On one occasion, she said she saw a man in a striped shirt in a restaurant.",,True,bad,,,
105,"And he turned round, and then he divided into six figures in striped shirts, who started walking towards her.",,False,bad,,,
106,"And then the six figures came together, like a concertina.",,False,bad,,,
107,"Once, when she was driving, or rather, her husband was driving, the road divided into four and she felt herself going simultaneously up four roads.",,False,bad,,,
108,She had very mobile hallucinations as well.,,False,bad,,,
109,A lot of them had to do with a car.,,False,bad,,,
110,Sometimes she would see a teenage boy sitting on the hood of the car.,,False,bad,,,
111,"He was very tenacious, and he moved rather gracefully when the car turned.",,True,bad,,,
112,"And then when they came to a stop, the boy would do a sudden vertical takeoff, 100 foot in the air, and then disappear.",,True,bad,,,
113,Another patient of mine had a different sort of hallucination.,,True,bad,,,
114,"This was a woman who didn't have trouble with her eyes but the visual parts of her brain, a little tumor in the occipital cortex.",,False,bad,,,
115,"And, above all, she would see cartoons.",,True,bad,,,
116,"And these cartoons would be transparent, and would cover half the visual field, like a screen.",,False,bad,,,
117,"And especially, she saw cartoons of Kermit the Frog.",,True,bad,,,
118,"(Laughter) Now, I don't watch Sesame Street, but she made a point of saying, ""Why Kermit?"" she said, ""Kermit the Frog means nothing to me.""",,True,bad,,,
119,"You know, I was wondering about Freudian determinants: Why Kermit?",,True,bad,,,
120,"""Kermit the Frog means nothing to me.""",,True,bad,,,
121,She didn't mind the cartoons too much.,,True,bad,,,
122,"But what did disturb her was she got very persistent images or hallucinations of faces, and as with Rosalie, the faces were often deformed, with very large teeth or very large eyes.",,False,bad,,,
123,And these frightened her.,,False,bad,,,
124,"Well, what is going on with these people?",,True,bad,,,
125,"As a physician, I have to try and define what's going on and to reassure people, especially to reassure them that they're not going insane.",,False,bad,,,
126,"Something like 10 percent, as I said, of visually impaired people get these.",,True,bad,,,
127,"But no more than one percent of the people acknowledge them, because they are afraid they will be seen as insane or something.",,False,bad,,,
128,"And if they do mention them to their own doctors, they may be misdiagnosed.",,False,bad,,,
129,"In particular, the notion is that if you see things or hear things, you're going mad.",,False,bad,,,
130,But the psychotic hallucinations are quite different.,,True,bad,,,
131,"Psychotic hallucinations, whether they are visual or vocal, they address you.",,False,bad,,,
132,"They accuse you, they seduce you, they humiliate you, they jeer at you.",,False,bad,,,
133,You interact with them.,,False,bad,,,
134,There is none of this quality of being addressed with these Charles Bonnet hallucinations.,,True,bad,,,
135,There is a film.,,True,bad,,,
136,You're seeing a film which has nothing to do with you - or that's how people think about it.,,False,bad,,,
137,"There is also a rare thing called temporal lobe epilepsy, and sometimes, if one has this, one may feel oneself transported back to a time and place in the past.",,False,bad,,,
138,You're at a particular road junction.,,False,bad,,,
139,You smell chestnuts roasting.,,False,bad,,,
140,You hear the traffic.,,False,bad,,,
141,All the senses are involved.,,False,bad,,,
142,And you're waiting for your girl.,,True,bad,,,
143,And it's that Tuesday evening back in 1982.,,False,bad,,,
144,"The temporal lobe hallucinations are all sense hallucinations, full of feeling, full of familiarity, located in space and time, coherent, dramatic.",,False,bad,,,
145,The Charles Bonnet ones are quite different.,,True,bad,,,
146,"In the Charles Bonnet hallucinations, you have all sorts of levels, from the geometrical hallucinations - the pink and blue squares the woman had - up to quite elaborate hallucinations with figures and especially faces.",,False,bad,,,
147,"Faces, and sometimes deformed faces, are the single commonest thing in these hallucinations.",,True,bad,,,
148,And one of the second commonest is cartoons.,,True,bad,,,
149,"So, what is going on?",,True,bad,,,
150,"Fascinatingly, in the last few years, it's been possible to do functional brain imagery, to do fMRI on people as they are hallucinating, and, in fact, to find that different parts of the visual brain are activated as they are hallucinating.",,False,bad,,,
151,"When people have these simple, geometrical hallucinations, the primary visual cortex is activated.",,False,bad,,,
152,This is the part of the brain which perceives edges and patterns.,,False,bad,,,
153,You don't form images with your primary visual cortex.,,False,bad,,,
154,"When images are formed, a higher part of the visual cortex is involved, in the temporal lobe.",,False,bad,,,
155,"And in particular, one area of the temporal lobe is called the fusiform gyrus.",,False,bad,,,
156,"And it's known that if people have damage in the fusiform gyrus, they may lose the ability to recognize faces.",,False,bad,,,
157,"But if there's an abnormal activity in the fusiform gyrus, they may hallucinate faces, and this is exactly what you find in some of these people.",,True,bad,,,
158,"There is an area in the anterior part of this gyrus where teeth and eyes are represented, and that part of the gyrus is activated when people get the deformed hallucinations.",,False,bad,,,
159,There is another part of the brain which is especially activated when one sees cartoons.,,False,bad,,,
160,"It's activated when one recognizes cartoons, when one draws cartoons and when one hallucinates them.",,True,bad,,,
161,It's very interesting that that should be specific.,,False,bad,,,
162,There are other parts of the brain which are specifically involved with the recognition and hallucination of buildings and landscapes.,,False,bad,,,
163,"Around 1970, it was found that there were not only parts of the brain, but particular cells.",,False,bad,,,
164,"""Face cells"" were discovered around 1970.",,False,bad,,,
165,"And now we know that there are hundreds of other sorts of cells, which can be very, very specific.",,False,bad,,,
166,"So you may not only have ""car"" cells, you may have ""Aston Martin"" cells.",,True,bad,,,
167,(Laughter) I saw an Aston Martin this morning.,,True,bad,,,
