Unnamed: 0,text,humor,pred,result,good,bad,precision,accuracy,recall,F1
416,"All right, I passed r in twice, which is very unnecessary.",False,True,bad,,,,,,
417,"You just give it the diameter, not the radius, even though I'm calling it r once.",False,False,good,,,,,,
418,And let's see what happens.,False,False,good,,,,,,
419,"OK, here we go.",False,False,good,,,,,,
420,Jump.,False,False,good,,,,,,
421,Why is my browser really freaking out?,True,False,bad,,,,,,
422,Let's comment out the debugging.,False,False,good,,,,,,
423,We're just going to go for it now.,False,False,good,,,,,,
424,We're going to play this game and close this tab.,False,False,good,,,,,,
425,Quick Chrome.,True,False,bad,,,,,,
426,We're about to play this game.,True,False,bad,,,,,,
427,"Oh, up.",True,True,good,,,,,,
428,It's up.,True,False,bad,,,,,,
429,I'm saying jump.,True,False,bad,,,,,,
430,So up.,True,False,bad,,,,,,
431,"Yeah, there we go.",False,False,good,,,,,,
432,Up.,True,False,bad,,,,,,
433,Up.,True,False,bad,,,,,,
434,Up.,True,False,bad,,,,,,
435,"All right, ready, everyone?",True,True,good,,,,,,
436,Up.,True,False,bad,,,,,,
437,Up.,True,False,bad,,,,,,
438,Up.,True,False,bad,,,,,,
439,Up.,True,False,bad,,,,,,
440,Up.,True,False,bad,,,,,,
441,Up.,True,False,bad,,,,,,
442,Up.,True,False,bad,,,,,,
443,Up.,True,False,bad,,,,,,
444,Up.,True,False,bad,,,,,,
445,Look at me.,True,False,bad,,,,,,
446,I guess I can't use the music.,True,False,bad,,,,,,
447,Up.,True,False,bad,,,,,,
448,Up.,True,False,bad,,,,,,
449,Up.,True,False,bad,,,,,,
450,Ah.,True,False,bad,,,,,,
451,"All right, everyone.",False,False,good,,,,,,
452,Thus ends this coding challenge.,False,False,good,,,,,,
453,There are so many things that need to be added to this.,False,False,good,,,,,,
454,"Number one, the narrative is makes no sense.",False,False,good,,,,,,
455,Why is there this unicorn standing still?,False,False,good,,,,,,
456,Without any animation.,False,False,good,,,,,,
457,The trains are coming at it.,False,False,good,,,,,,
458,The background should be sort of like in parallax moving.,False,False,good,,,,,,
459,So probably it should be jumping over.,False,False,good,,,,,,
460,I should have just used cacti.,False,False,good,,,,,,
461,"That's the plural of cactus, right?",True,False,bad,,,,,,
462,There's no score.,False,False,good,,,,,,
463,There's no birds flying.,False,False,good,,,,,,
464,You could add a flying asterisk.,False,False,good,,,,,,
465,"I'm going to, when I upload this, I'm going to include, when I, when this video publishes and with the code, I will include a lot of the coding train characters, which are designed by Jason Heggland, so I'm going to include a whole bunch of those.",False,False,good,,,,,,
466,"If people want to make a version of this game that we can all play online, with speech commands.",False,False,good,,,,,,
467,Let me try this.,False,False,good,,,,,,
468,I'm going to just say goodbye by trying this one more sentence.,False,False,good,,,,,,
469,"Yes, Alka is pointing out that speech detection, I behind the browser might be lower latency, but let's try this one more time.",False,False,good,,,,,,
470,Up.,False,False,good,,,,,,
471,Up.,False,False,good,,,,,,
472,Up.,False,False,good,,,,,,
473,Up.,False,False,good,,,,,,
474,Up.,False,False,good,,,,,,
475,Up.,False,False,good,,,,,,
476,Up.,False,False,good,,,,,,
477,"Oh, okay.",False,False,good,,,,,,
478,"Goodbye, everyone.",False,False,good,,,,,,
479,Thank you very much.,False,False,good,,,,,,
480,And see you later on a future coding challenge.,False,True,bad,,,,,,
0,How are you?,False,True,bad,,,,,,
1,"It's been great, isn't it?",False,False,good,,,,,,
2,It's been blown away by the whole thing.,False,False,good,,,,,,
3,"In fact, I'm leaving.",True,False,bad,,,,,,
4,"There were three themes running through the conference, and I'm going to talk about one is the extraordinary evidence of human creativity in all of the 
presentations that we've had, and in all the people here.",False,False,good,,,,,,
5,Just the variety of it and the range of it.,False,False,good,,,,,,
6,The second is that it's put us in a place where we have no idea what's going to happen in terms of the future.,False,False,good,,,,,,
7,No idea how this may play out.,False,False,good,,,,,,
8,I have an interest in education.,False,False,good,,,,,,
9,"Actually, what I find is everybody has an interest in education.",False,False,good,,,,,,
10,I find this very interesting.,False,False,good,,,,,,
11,"If you do that at a dinner party, and you say you work in education, actually you're not often at dinner parties, frankly.If you work in education, you're not 
asked. And you'll never ask back curiously.",True,False,bad,,,,,,
12,"But if you are, and you say to somebody, what do you do, and you say you work in education, you can see the blood run from their face. They're like, oh 
my god, why me? My one night out all week. ",True,True,good,,,,,,
13,"But if you ask their education, they pin you to the wall. Because it's one of those things that goes deep with people. Am I right? Religion and money.",False,False,good,,,,,,
14,I have a big interest in education. I think we all do.,False,False,good,,,,,,
15,"We have a huge vested interest in it, partly because it's education that's meant to take us into this future that we can't grasp. If you think of it, children 
starting school this year will be retiring in 2065. Nobody has a clue.",False,False,good,,,,,,
16,"Despite all the expertise that's been on parade for the past four days, what the world will look like in five years' time. And yet we're meant to be 
educating them for it. So the unpredictability, I think, is extraordinary.",False,False,good,,,,,,
17,And the third part of this is that we've all agreed nonetheless on the really extraordinary capacities that children have. Their capacities for innovation.,False,False,good,,,,,,
18,"I mean, Serena last night was a marvel. Wasn't she? Just seeing what you could do. And she's exceptional, but I think she's not, so to speak, exceptional 
in the whole of childhood.",False,False,good,,,,,,
19,And you have there is a person of extraordinary dedication who found a talent.,False,False,good,,,,,,
20,"And my contention is all kids have tremendous talents, and we squander them pretty ruthlessly.",False,False,good,,,,,,
21,"So I want to talk about education, and I want to talk about creativity. My contention is that creativity now is as important in education as literacy. And we 
should treat it with the same status.",False,False,good,,,,,,
22,Thank you. That was it. Thank you very much.,True,False,bad,,,,,,
23,So 15 minutes left.,True,True,good,,,,,,
24,"Well, I was born.",True,False,bad,,,,,,
25,"No, the...",True,False,bad,,,,,,
26,I had a great story recently.,False,False,good,,,,,,
27,I love telling it.,False,False,good,,,,,,
28,"I have a little girl who was in a drawing lesson. She was six, and she was at the back drawing, and the teacher said, this little girl hardly ever paid attention. And in this drawing lesson she did. And the teacher was fascinated. She went over to and she said, what are you drawing? And the girl said, I'm drawing a picture of God. And the teacher said, but nobody knows what God looks like. And the girl said, they will in a minute.",True,True,good,,,,,,
29,Okay.,False,False,good,,,,,,
30,When...,False,False,good,,,,,,
31,"When my son was four in England, actually he was four everywhere, to be honest. I mean, for being strict about it, wherever he went, he was four out 
here.",True,False,bad,,,,,,
32,But he was in the Nativity play.,False,False,good,,,,,,
33,Do you remember the story?,False,False,good,,,,,,
34,"No, it was big.",False,False,good,,,,,,
35,It was big story.,False,False,good,,,,,,
36,"Mel Gibson, at the sequel, you may have seen it.",False,True,bad,,,,,,
37,Nativity too.,False,False,good,,,,,,
38,"James got the part of Joseph, which we were thrilled about. We consider this to be one of the lead parts.",False,False,good,,,,,,
39,We had the place crammed full of agents in T-shirts.,False,False,good,,,,,,
40,James Robinson is Joseph.,False,False,good,,,,,,
41,He didn't have to speak.,False,False,good,,,,,,
42,"But you know where the three kings come in? They come in bearing gifts. And they bring gold, frankincense and meh.",False,False,good,,,,,,
43,This really happened.,False,False,good,,,,,,
44,We're sitting there.,False,False,good,,,,,,
45,And they...,False,False,good,,,,,,
46,I think just went out of sequence.,False,False,good,,,,,,
47,"Because we talked to little boy afterwards and said, you know, you're okay with that?",False,True,bad,,,,,,
48,"And they said, yeah, why was that wrong?",False,False,good,,,,,,
49,They just switched.,False,False,good,,,,,,
50,I think it was it.,False,False,good,,,,,,
51,"Anyway, the three boys came in. Little four-year-olds with two towns on their heads. And they put these boxes down. I bring you gold. And the second 
boy said, I bring you mayor. And the third boy said, Frank sent this.",True,True,good,,,,,,
52,"Well, these things having in common is that kids will take a chance. You know, if they don't know, they'll have a go. Am I right?",False,False,good,,,,,,
53,"They're not frightened of being wrong. Now, I don't mean to say that being wrong is the same thing as being creative. What we do know is, if you're not 
prepared to be wrong, you'll never come up with anything original. If you're not prepared to be wrong.",False,False,good,,,,,,
54,"And by the time they get to be adults, most kids have lost that capacity. They have become frightened of being wrong.",False,False,good,,,,,,
55,"And we run our companies this, by the way.",False,False,good,,,,,,
56,We stigmatize mistakes.,False,False,good,,,,,,
57,"And we're now running national education systems where mistakes are the worst thing you can make. And the result is that we are educating people out 
of their creative capacities.",False,False,good,,,,,,
58,Picasso once said this. He said that all children are born artists. The problem is to remain an artist as we grow up.,True,False,bad,,,,,,
59,"I believe this passionately that we don't grow into creativity. We grow out of it. Or rather, we get educated out of it. So why is this?",True,False,bad,,,,,,
60,"I lived in Stratford, on Avon, until about five years ago. We moved from Stratford to Los Angeles. So you can imagine what a seamless transition, you know, this was, from... ",True,False,bad,,,,,,
61,"Actually, we lived in a place called Sinisterfield, just outside Stratford, which is where Shakespeare's father was born.",False,False,good,,,,,,
62,"Are you struck by a new thought, I was?",False,True,bad,,,,,,
63,"You don't think of Shakespeare having a father, do you? Do you?",True,False,bad,,,,,,
64,"Because you don't think of Shakespeare being a child. Shakespeare being seven? I never thought of it. I mean, he was a seven at some point. He was in somebody's English class, wasn't he? ",True,False,bad,,,,,,
65,"Being sent to bed by his dad, to Shakespeare, ""Go to bed, now!"" To William Shakespeare. ""And put the pencil down!"". ""And stop speaking like that."". 
""It's confusing everybody.""",True,False,bad,,,,,,
66,"Anyway, we moved from Stratford to Los Angeles, and I just want to say a word about the transition. Actually, my son didn't want to come.",False,False,good,,,,,,
67,"I've got two kids; he's 21 now, my daughter's 16.",False,False,good,,,,,,
68,He didn't want to come to Los Angeles.,False,False,good,,,,,,
69,"He loved it, but he had a girlfriend in England. This was the love of his life, Sarah. He'd known her for a month.",True,False,bad,,,,,,
70,"Mind you, they'd had their fourth anniversary, because it's a long time when you're 16.",False,True,bad,,,,,,
71,"He was really upset on the plane. He said, ""I'll never find another girl like Sarah."" And we were rather pleased about that, frankly - because she was the 
main reason we were leaving the country.",True,False,bad,,,,,,
72,"But something strikes you when you move to America and travel around the world: every education system on earth has the same hierarchy of subjects. 
Every one. Doesn't matter where you go. You'd think it would be otherwise, but it isn't. At the top are mathematics and languages, then the humanities. At the bottom are the arts. Everywhere on earth.",False,False,good,,,,,,
73,"And in pretty much every system, too, there's a hierarchy within the arts. Art and music are normally given a higher status in schools than drama and dance.",False,False,good,,,,,,
74,There isn't an education system on the planet that teaches dance every day to children the way we teach them mathematics. Why? Why not?,False,False,good,,,,,,
75,I think this is rather important.,False,False,good,,,,,,
76,"I think math is very important, but so is dance.",False,False,good,,,,,,
77,"Children dance all the time if they're allowed to, we all do.",False,False,good,,,,,,
78,"We all have bodies, don't we? Did I miss a meeting?",True,True,good,,,,,,
79,"Truthfully, what happens is, as children grow up, we start to educate them progressively from the waist up. And then we focus on their heads. And slightly to one side.",False,False,good,,,,,,
80,"If you were to visit education as an alien and say ""What's it for, public education?""",False,False,good,,,,,,
81,"I think you'd have to conclude, if you look at the output, who really succeeds by this, who does everything they should, who gets all the brownie points, who are the winners - I think you'd have to conclude the whole purpose of public education throughout the world is to produce university professors. Isn't it?",False,False,good,,,,,,
82,"They're the people who come out the top. And I used to be one, so there.",True,False,bad,,,,,,
83,"And I like university professors, but, you know, we shouldn't hold them up as the high-water mark of all human achievement. They're just a form of life. Another form of life.",False,False,good,,,,,,
84,But they're rather curious.,False,False,good,,,,,,
85,"And I say this out of affection for them: there's something curious about professors. In my experience - not all of them, but typically - they live in their heads.",False,False,good,,,,,,
86,"They live up there and slightly to one side. They're disembodied, you know, in a kind of literal way. They look upon their body as a form of transport for their heads.",True,False,bad,,,,,,
87,Don't they?,True,False,bad,,,,,,
88,It's a way of getting their head to meetings.,True,False,bad,,,,,,
89,"If you want real evidence of out-of-body experiences, by the way, get yourself along to a residential conference of senior academics and pop into the discotheque on the final night.",True,False,bad,,,,,,
90,"And there, you will see it.",False,False,good,,,,,,
91,"Grown men and women writhing uncontrollably, off the beat. Waiting until it ends, so they can go home and write a paper about it.",True,False,bad,,,,,,
92,Our education system is predicated on the idea of academic ability. And there's a reason.,False,False,good,,,,,,
93,"Around the world, there were no public systems of education, really, before the 19th century. They all came into being to meet the needs of industrialism. ",False,False,good,,,,,,
94,"So the hierarchy is rooted on two ideas. Number one, that the most useful subjects for work are at the top.",False,False,good,,,,,,
95,"So you were probably steered benignly away from things at school when you were a kid, things you liked, on the grounds you would never get a job doing that.",False,False,good,,,,,,
96,Is that right?,False,False,good,,,,,,
97,"""Don't do music, you're not going to be a musician; don't do art, you won't be an artist.""",False,False,good,,,,,,
98,"Benign advice - now, profoundly mistaken.",False,False,good,,,,,,
99,The whole world is engulfed in a revolution.,False,False,good,,,,,,
100,"And the second is academic ability, which has really come to dominate our view of intelligence, because the universities design the system in their image.",False,False,good,,,,,,
101,"If you think of it, the whole system of public education around the world is a protracted process of university entrance.",False,False,good,,,,,,
102,"And the consequence is that many highly talented, brilliant, creative people think they're not, because the thing they were good at at school wasn't valued, or was actually stigmatized.",False,False,good,,,,,,
103,And I think we can't afford to go on that way.,False,False,good,,,,,,
104,"In the next 30 years, according to UNESCO, more people worldwide will be graduating through education than since the beginning of history. More people.",False,False,good,,,,,,
105,"And it's the combination of all the things we've talked about: technology and its transformational effect on work, and demography and the huge explosion in population.",False,False,good,,,,,,
106,"Suddenly, degrees aren't worth anything. Isn't that true?",False,False,good,,,,,,
107,"When I was a student, if you had a degree, you had a job. If you didn't have a job, it's because you didn't want one. And I didn't want one, frankly.",True,False,bad,,,,,,
108,"But now kids with degrees are often heading home to carry on playing video games, because you need an MA where the previous job required a BA, and now you need a PhD for the other.",False,False,good,,,,,,
109,It's a process of academic inflation.,False,False,good,,,,,,
110,And it indicates the whole structure of education is shifting beneath our feet.,False,False,good,,,,,,
111,We need to radically rethink our view of intelligence.,False,False,good,,,,,,
112,We know three things about intelligence. ,False,False,good,,,,,,
113,"One, it's diverse. We think about the world in all the ways that we experience it. We think visually, we think in sound, we think kinesthetically. We think in abstract terms, we think in movement.",False,False,good,,,,,,
114,"Secondly, intelligence is dynamic. If you look at the interactions of a human brain, as we heard yesterday from a number of presentations, intelligence is wonderfully interactive. The brain isn't divided into compartments.",False,False,good,,,,,,
115,"In fact, creativity - which I define as the process of having original ideas that have value - more often than not comes about through the interaction of different disciplinary ways of seeing things.",False,False,good,,,,,,
116,"By the way, there's a shaft of nerves that joins the two halves of the brain, called the corpus callosum. It's thicker in women. Following off from Helen yesterday, this is probably why women are better at multitasking. Because you are, aren't you?",False,False,good,,,,,,
117,"There's a raft of research, but I know it from my personal life. If my wife is cooking a meal at home, which is not often ... thankfully.",True,True,good,,,,,,
118,"No, she's good at some things.",False,False,good,,,,,,
119,"But if she's cooking, she's dealing with people on the phone, she's talking to the kids, she's painting the ceiling - she's doing open-heart surgery over here.",True,False,bad,,,,,,
120,"If I'm cooking, the door is shut, the kids are out, the phone's on the hook, if she comes in, I get annoyed. I say, ""Terry, please, I'm trying to fry an egg in here."" ""Give me a break.""",True,False,bad,,,,,,
121,"Actually, do you know that old philosophical thing, ""If a tree falls in a forest, and nobody hears it, did it happen?""",False,False,good,,,,,,
122,Remember that old chestnut?,False,False,good,,,,,,
123,"I saw a great T-shirt recently, which said, ""If a man speaks his mind in a forest, and no woman hears him, is he still wrong?"" ",True,True,good,,,,,,
124,"And the third thing about intelligence is, it's distinct.",False,False,good,,,,,,
125,"I'm doing a new book at the moment called ""Epiphany,"" which is based on a series of interviews with people about how they discovered their talent.",False,False,good,,,,,,
126,I'm fascinated by how people got to be there.,False,False,good,,,,,,
127,"It's really prompted by a conversation I had with a wonderful woman who maybe most people have never heard of, Gillian Lynne. Have you heard of her? Some have.",False,False,good,,,,,,
128,"She's a choreographer, and everybody knows her work. She did ""Cats"" and ""Phantom of the Opera."". She's wonderful.",False,False,good,,,,,,
129,"I used to be on the board of The Royal Ballet, as you can see.",True,False,bad,,,,,,
130,"Gillian and I had lunch one day. I said, ""How did you get to be a dancer?""",False,False,good,,,,,,
131,"It was interesting. When she was at school, she was really hopeless. And the school, in the '30s, wrote to her parents and said, ""We think Gillian has a learning disorder."". She couldn't concentrate; she was fidgeting.",False,False,good,,,,,,
132,I think now they'd say she had ADHD. Wouldn't you?,False,True,bad,,,,,,
133,"But this was the 1930s, and ADHD hadn't been invented at this point. It wasn't an available condition.",True,False,bad,,,,,,
134,People weren't aware they could have that.,True,False,bad,,,,,,
135,"Anyway, she went to see this specialist. So, this oak-paneled room, and she was there with her mother, and she was led and sat on this chair at the end, and she sat on her hands for 20 minutes, while this man talked to her mother about all the problems Gillian was having at school, because she was disturbing people, her homework was always late, and so on. Little kid of eight. In the end, the doctor went and sat next to Gillian and said, ""I've listened to all these things your mother's told me. I need to speak to her privately. Wait here. We'll be back. We won't be very long,"" and they went and left her.",False,False,good,,,,,,
136,"But as they went out of the room, he turned on the radio that was sitting on his desk. And when they got out of the room, he said to her mother, ""Just stand and watch her."". And the minute they left the room, she was on her feet, moving to the music. And they watched for a few minutes, and he turned to her mother and said, ""Mrs. Lynne, Gillian isn't sick. She's a dancer. Take her to a dance school.""",False,False,good,,,,,,
137,"I said, ""What happened?"". She said, ""She did. I can't tell you how wonderful it was. We walked in this room, and it was full of people like me - people who couldn't sit still, people who had to move to think."". Who had to move to think.",False,False,good,,,,,,
138,"They did ballet, they did tap, jazz; they did modern; they did contemporary.",False,False,good,,,,,,
139,She was eventually auditioned for the Royal Ballet School.,False,False,good,,,,,,
140,She became a soloist; she had a wonderful career at the Royal Ballet.,False,False,good,,,,,,
141,"She eventually graduated from the Royal Ballet School, founded the Gillian Lynne Dance Company, met Andrew Lloyd Webber.",False,False,good,,,,,,
142,"She's been responsible for some of the most successful musical theater productions in history, she's given pleasure to millions, and she's a multimillionaire.",False,False,good,,,,,,
143,Somebody else might have put her on medication and told her to calm down.,False,False,good,,,,,,
144,What I think it comes to is this: Al Gore spoke the other night about ecology and the revolution that was triggered by Rachel Carson.,False,False,good,,,,,,
145,"I believe our only hope for the future is to adopt a new conception of human ecology, one in which we start to reconstitute our conception of the richness of human capacity.",False,False,good,,,,,,
146,"Our education system has mined our minds in the way that we strip-mine the earth for a particular commodity. And for the future, it won't serve us.",False,False,good,,,,,,
147,We have to rethink the fundamental principles on which we're educating our children.,False,False,good,,,,,,
148,"There was a wonderful quote by Jonas Salk, who said, ""If all the insects were to disappear from the Earth, within 50 years, all life on Earth would end. If all human beings disappeared from the Earth, within 50 years, all forms of life would flourish."". And he's right.",False,False,good,,,,,,
149,What TED celebrates is the gift of the human imagination.,False,False,good,,,,,,
150,"We have to be careful now that we use this gift wisely, and that we avert some of the scenarios that we've talked about. And the only way we'll do it is by seeing our creative capacities for the richness they are and seeing our children for the hope that they are. And our task is to educate their whole being, so they can face this future.",False,False,good,,,,,,
151,"By the way - we may not see this future, but they will. And our job is to help them make something of it.",False,False,good,,,,,,
152,Thank you very much.,False,False,good,,,,,,
0,"This right here is the common hippopotamus, hippopotamus amphibious.",False,False,good,,,,,,
1,Now for a long time it was assumed that the hippopotamus was related to the pig.,False,False,good,,,,,,
2,I mean just look at it.,False,False,good,,,,,,
3,But recently they figured out that their closest relatives are the cetaceans.,False,False,good,,,,,,
4,The friggin' whales and dolphins.,True,False,bad,,,,,,
5,"Not the manatee, now that would have made too much sense.",True,False,bad,,,,,,
6,"I mean a manatee looks like you made a hippo with build-a-bear, but came up short on stuffing.",True,True,good,,,,,,
7,Now the manatee is related to the elephant.,False,False,good,,,,,,
8,While the hippo is a whale that wasn't.,True,False,bad,,,,,,
9,Anyway the ancestors of the hippos didn't join the ancestors of the whales in the ocean.,False,False,good,,,,,,
10,I have a guess why?,False,False,good,,,,,,
11,They didn't know how to swim.,False,False,good,,,,,,
12,So they stayed in the kitty pool.,True,False,bad,,,,,,
13,And you know what?,False,False,good,,,,,,
14,54 million years later they still don't know how to friggin' swim.,True,False,bad,,,,,,
15,"They really don't, they fake it.",True,False,bad,,,,,,
16,They bounce along the bottom.,False,False,good,,,,,,
17,And it's kind of cute.,True,False,bad,,,,,,
18,Look they tuck in their little restangled things like a bunny rabbit.,True,True,good,,,,,,
19,I mean for not knowing how to swim they're quite graceful.,True,True,good,,,,,,
20,In part it's because they're sort of a perfect mixture of heavy and buoyant.,False,False,good,,,,,,
21,They're heavy because they have these ultra dense bones.,False,False,good,,,,,,
22,And that's good because without them they'd have some buoyancy stability problems.,False,False,good,,,,,,
23,"But with all that fat in those big lungs, they'd roll around like a meat beach ball down there.",True,True,good,,,,,,
24,But as it is it's almost perfect like they're walking on the moon.,True,False,bad,,,,,,
25,"But the hippo isn't fully aquatic, it's semi-aquatic, which means it does it half-ass, literally.",True,False,bad,,,,,,
26,Their face took a page from the crocodile and sort of rotated their eyes and nose up to the top.,False,False,good,,,,,,
27,And this allows the hippo to hang out in the water looking like a creepy old man in a public pool.,True,False,bad,,,,,,
28,Now being semi-aquatic all this equipment has to work above and below.,False,False,good,,,,,,
29,And I'll tell you you don't want to play guess that orifice with a hippo.,True,True,good,,,,,,
30,"Here, look at this one.",False,False,good,,,,,,
31,You guess and then I'll show you what happens when it opens up.,False,False,good,,,,,,
32,Oh look it's just an eye.,False,False,good,,,,,,
33,Under the water they can keep their peepers open because they're protected by a transparent membrane.,False,False,good,,,,,,
34,Their nostrils look a bit like two hairy mud slugs singing opera.,True,False,bad,,,,,,
35,I know what you're thinking.,False,False,good,,,,,,
36,That's a hole you could lose a fist in how they keep the water out.,False,False,good,,,,,,
37,Where the trick is when they're relaxed they're closed.,False,False,good,,,,,,
38,"This is similar to the dolphins blowhole, which is just a pair of nostrils that joined up and went to the top.",False,False,good,,,,,,
39,So every time they want to take a breath they have to flare their nostrils.,False,False,good,,,,,,
40,Is it just me here does that look like an evil muppet?,True,True,good,,,,,,
41,The good thing is it helps keep the water out.,False,False,good,,,,,,
42,"Sure once in a while you have to clear out the pipes, but these remarkable nostrils allow the hippo to do something else.",False,False,good,,,,,,
43,They can take their nap time under the water.,False,False,good,,,,,,
44,Look at that that's how you nap.,False,False,good,,,,,,
45,They ever reflex which allows them to raise their head and take breaths all without waking up.,False,False,good,,,,,,
46,Now their ears do this little thing.,False,True,bad,,,,,,
47,I like to pretend that they're tiny wings and sometimes it's this little twirly motion.,True,False,bad,,,,,,
48,But this is something they do to get the water out their ears when they come up.,False,False,good,,,,,,
49,And you got to keep those clear because there's a lot to listen for.,False,False,good,,,,,,
50,And it's not just the sounds they make out of the water.,False,False,good,,,,,,
51,Some of science hippies threw some carrots into murky water and then listened as a science hippo tried to find them.,True,True,good,,,,,,
52,The hippo made a series of clicks under the water sounded like this.,False,False,good,,,,,,
53,I know what you're thinking that's a fart.,True,True,good,,,,,,
54,They recorded a hippo fart and that would be embarrassing but no I think they ruled that out.,True,True,good,,,,,,
55,But hippos seem to use clicks to echo locate like the dolphin do and they sound like farts.,False,False,good,,,,,,
56,Science.,False,False,good,,,,,,
57,If the hippo is semi aquatic that means that it is also semi land dick during that summer word.,True,True,good,,,,,,
58,Now it isn't land dick.,True,True,good,,,,,,
59,"It's not aqua-dick Jerry it's aquatic but if an hippo spend time on land, it is.",True,True,good,,,,,,
60,Now you'd think that they'd live in a place that was wet out of the water like Seattle or London.,False,False,good,,,,,,
61,But no they live in the hottest shit places and that can be problematic in a couple of ways.,True,False,bad,,,,,,
62,First of all the pools dry out and then what are you?,True,True,good,,,,,,
63,Semi mud dick.,True,True,good,,,,,,
64,Jerry I did that for you.,True,True,good,,,,,,
65,But secondly in the heat they have to keep that giant meat potato from overheating.,True,True,good,,,,,,
66,They don't have sweat glands but they do look a bit sweaty don't they?,False,True,bad,,,,,,
67,That's because their skins are creaks amicus.,False,False,good,,,,,,
68,The amicus has a reddish pigment in it called hypo-sideric acid which turns brown as it dries out.,False,False,good,,,,,,
69,This compound acts as a sunscreen but also can fight infection from microorganisms and it's another reason why you don't want to ride a hippo naked.,True,False,bad,,,,,,
70,Curiosity stream is pretty amazing.,False,False,good,,,,,,
71,I should know because I'm a subscriber and I think you should be one too.,False,False,good,,,,,,
72,Listen after all that shorty short form pickles your brain you need to bathe in some nourishing long form content.,False,False,good,,,,,,
73,You know get your head right again.,False,True,bad,,,,,,
74,Curiosity stream is packed with thousands of smart and entertaining programs about science.,False,False,good,,,,,,
75,"History, art, true crime, nature, you know I like nature.",False,False,good,,,,,,
76,Look at all that nature but you didn't even know there was that much nature.,False,False,good,,,,,,
77,I've been enjoying the series Ancient Yellowstone.,False,False,good,,,,,,
78,It gets into some of the things you missed on that class trip.,False,False,good,,,,,,
79,"Look at the geyser, look at the geyser.",False,False,good,,,,,,
80,You know that's all you want do your diet coke and mentos.,False,True,bad,,,,,,
81,Now this is a deep dive.,False,False,good,,,,,,
82,There's these crazy ancient microorganisms that live in those lava lamp things.,False,False,good,,,,,,
83,And there's a big petrified forest up in there.,False,False,good,,,,,,
84,Who knew?,False,False,good,,,,,,
85,You do?,False,True,bad,,,,,,
86,Now.,False,False,good,,,,,,
87,Curiosity stream has been a long time sponsor of this program.,False,False,good,,,,,,
88,You know why?,False,False,good,,,,,,
89,Because it's great value for great content.,False,False,good,,,,,,
90,Check it out.,False,False,good,,,,,,
91,Go to curiositystream.com slash ZFrank23.,False,False,good,,,,,,
92,Because that's how old I am.,False,False,good,,,,,,
93,Use code ZFrank23 to get 25% off when you sign up.,False,False,good,,,,,,
94,And that makes a great deal even better.,False,False,good,,,,,,
95,Try it today.,False,False,good,,,,,,
96,I'm a fan and happy to have them as a sponsor.,False,True,bad,,,,,,
97,Where were we?,False,False,good,,,,,,
98,Oh right.,False,False,good,,,,,,
99,"For the most part, hippos eat grasses and shrubbery.",False,False,good,,,,,,
100,"Mostly at night, but that footage sucks.",False,False,good,,,,,,
101,They sort of use their lips to get at it.,False,False,good,,,,,,
102,"All that hardware up front is for fighting, not eating.",False,False,good,,,,,,
103,"To chew, they got to take it all the way back to where the little teeth are.",False,False,good,,,,,,
104,These grasses aren't that nutritious and they're hard to digest.,False,False,good,,,,,,
105,So bacteria in the hippo's stomach ferment and break down those lawn clippings into something that the hippo can work with.,False,False,good,,,,,,
106,"After all that's been taken care of, of course it comes out the other end.",False,False,good,,,,,,
107,Spectacularly.,False,False,good,,,,,,
108,The hippo is not a modest pooper.,True,False,bad,,,,,,
109,Not like a dog sort of looking around guiltily.,True,False,bad,,,,,,
110,It looks like a malfunctioning dodo toilet.,True,False,bad,,,,,,
111,The bedenhozzles on full blast.,True,False,bad,,,,,,
112,The thought is this is for scent marking because it helps disperse the scent.,False,False,good,,,,,,
113,Understatement.,False,False,good,,,,,,
114,But here's the thing.,False,False,good,,,,,,
115,"16 hours a day or so, they're sitting in a pool with a whole bunch of other hippos.",False,False,good,,,,,,
116,"You're shifting around a bit, you don't always know what part of the hippo in front of you you're facing.",True,False,bad,,,,,,
117,"And at some point someone's gonna have to go and it's a pain in the ass to get out, get your flip flops.",True,True,good,,,,,,
118,Because the floor in the pool house toilet is always wet and you don't know from what.,True,True,good,,,,,,
119,"So if someone shits in the pool, you could make a big deal out of it.",True,False,bad,,,,,,
120,Or you could lean into it.,True,False,bad,,,,,,
121,And that's what the hippos did.,False,False,good,,,,,,
122,Make some lemonade out of those lemons.,False,False,good,,,,,,
123,And by lemonade I mean shits soup.,True,True,good,,,,,,
124,And by shits soup I mean shits soup with benefits.,True,True,good,,,,,,
125,Alright that sounds weird.,True,True,good,,,,,,
126,"With all the hippos pooping in the pool, that's good news for all the things that like to eat poop.",True,True,good,,,,,,
127,"But as those creatures thrive, they take oxygen out of the water.",False,False,good,,,,,,
128,And this in turn makes the water resemble the insides of the hippos' gut.,True,False,bad,,,,,,
129,And that means that those healthy bacteria that are living in the gut can come out and play.,True,False,bad,,,,,,
130,And suddenly the water's like a big shared gut.,True,False,bad,,,,,,
131,Everyone's pooping in it and drinking it and officiating it.,True,False,bad,,,,,,
132,I mean it's good bacteria for everyone.,True,False,bad,,,,,,
133,It's like swimming in kombucha.,True,False,bad,,,,,,
134,Or a compupcha.,True,False,bad,,,,,,
135,Get it?,True,True,good,,,,,,
136,Kill me.,True,False,bad,,,,,,
